Run,Security,Year,Price,Delta,IsSplit,IsBust,Yield,AvgRateOfReturn
299,Uranium,10,127,-12,False,False,6,0.0986289654698824
299,Valley Power,10,139,3,False,False,3,0.0601360467885497
300,CCity Bonds,1,100,0,False,False,5,0.05
300,Growth Corp,1,118,18,False,False,1,0.19
300,Metro Prop,1,123,23,False,False,0,0.23
300,Pioneer,1,111,11,False,False,4,0.15
300,Shady,1,112,12,False,False,0,0.12
300,Stryker,1,146,46,False,False,0,0.46
300,Tri-City,1,118,18,False,False,0,0.18
300,United,1,95,-5,False,False,2,-0.03
300,Uranium,1,134,34,False,False,6,0.4
300,Valley Power,1,115,15,False,False,3,0.18
300,CCity Bonds,2,100,0,False,False,5,0.05
300,Growth Corp,2,135,17,False,False,1,0.171271186440678
300,Metro Prop,2,144,21,False,False,0,0.200365853658537
300,Pioneer,2,124,13,False,False,4,0.151576576576577
300,Shady,2,110,-2,False,False,0,0.0510714285714286
300,Stryker,2,92,37,True,False,0,0.36013698630137
300,Tri-City,2,141,23,False,False,0,0.187457627118644
300,United,2,118,23,False,False,2,0.116578947368421
300,Uranium,2,77,19,True,False,6,0.319402985074627
300,Valley Power,2,129,14,False,False,3,0.163913043478261
300,CCity Bonds,3,100,0,False,False,5,0.05
300,Growth Corp,3,79,23,True,False,1,0.17590918602218
300,Metro Prop,3,86,28,True,False,0,0.198392050587172
300,Pioneer,3,122,-2,False,False,4,0.106427395137073
300,Shady,3,121,11,False,False,0,0.0673809523809524
300,Stryker,3,148,56,False,False,0,0.442989874925551
300,Tri-City,3,80,19,True,False,0,0.169889009095644
300,United,3,148,30,False,False,2,0.168114778471603
300,Uranium,3,106,29,False,False,6,0.364450474898236
300,Valley Power,3,143,14,False,False,3,0.153203010897652
300,CCity Bonds,4,100,0,False,False,5,0.05
300,Growth Corp,4,98,19,False,False,1,0.195223028757142
300,Metro Prop,4,110,24,False,False,0,0.218561479800845
300,Pioneer,4,139,17,False,False,4,0.12285333323805
300,Shady,4,130,9,False,False,0,0.0691307556080284
300,Stryker,4,143,-5,False,False,0,0.323796460248217
300,Tri-City,4,106,26,False,False,0,0.208666756821733
300,United,4,81,13,True,False,2,0.156491489259107
300,Uranium,4,99,-7,False,False,6,0.270979365607639
300,Valley Power,4,79,15,True,False,3,0.151615544886526
300,CCity Bonds,5,100,0,False,False,5,0.05
300,Growth Corp,5,104,6,False,False,1,0.170464137291428
300,Metro Prop,5,114,4,False,False,0,0.182121911113403
300,Pioneer,5,142,3,False,False,4,0.108354609036483
300,Shady,5,133,3,False,False,0,0.0599199891018073
300,Stryker,5,128,-15,False,False,0,0.238058147219553
300,Tri-City,5,111,5,False,False,0,0.176367367721538
300,United,5,89,8,False,False,2,0.149884549431977
300,Uranium,5,91,-8,False,False,6,0.212743088445707
300,Valley Power,5,84,5,False,False,3,0.141545600466183
300,CCity Bonds,6,100,0,False,False,5,0.05
300,Growth Corp,6,111,7,False,False,1,0.154873960563369
300,Metro Prop,6,122,8,False,False,0,0.163464165693918
300,Pioneer,6,147,5,False,False,4,0.100858887812093
300,Shady,6,127,-6,False,False,0,0.0424145272590249
300,Stryker,6,88,-40,False,False,0,0.146298456016294
300,Tri-City,6,114,3,False,False,0,0.151477310939119
300,United,6,105,16,False,False,2,0.158611656361854
300,Uranium,6,77,-14,False,False,6,0.162633892386075
300,Valley Power,6,88,4,False,False,3,0.131843555944041
300,CCity Bonds,7,100,0,False,False,5,0.05
300,Growth Corp,7,118,7,False,False,1,0.143045119350327
300,Metro Prop,7,116,-6,False,False,0,0.133086380899236
300,Pioneer,7,79,10,True,False,4,0.104915003936119
300,Shady,7,117,-10,False,False,0,0.0251067151534049
300,Stryker,7,118,30,False,False,0,0.174099975286694
300,Tri-City,7,120,6,False,False,0,0.137356492083155
300,United,7,86,-19,False,False,2,0.11282359660948
300,Uranium,7,99,22,False,False,6,0.191348531136116
300,Valley Power,7,86,-2,False,False,3,0.114632138861126
300,CCity Bonds,8,100,0,False,False,5,0.05
300,Growth Corp,8,138,20,False,False,1,0.1474102421434
300,Metro Prop,8,131,15,False,False,0,0.13261437639028
300,Pioneer,8,94,15,False,False,4,0.121863919583344
300,Shady,8,124,7,False,False,0,0.0294470082378618
300,Stryker,8,98,-20,False,False,0,0.131151037697891
300,Tri-City,8,135,15,False,False,0,0.13581193057276
300,United,8,99,13,False,False,2,0.12052297261469
300,Uranium,8,89,-10,False,False,6,0.162379459693597
300,Valley Power,8,98,12,False,False,3,0.122105447084881
300,CCity Bonds,9,100,0,False,False,5,0.05
300,Growth Corp,9,81,23,True,False,1,0.151965303805406
300,Metro Prop,9,80,28,True,False,0,0.142476561880418
300,Pioneer,9,92,-2,False,False,4,0.110687550267937
300,Shady,9,135,11,False,False,0,0.0360317492580277
300,Stryker,9,77,56,True,False,0,0.180070763667966
300,Tri-City,9,77,19,True,False,0,0.13635957614698
300,United,9,129,30,False,False,2,0.143046233794427
300,Uranium,9,118,29,False,False,6,0.188032678279452
300,Valley Power,9,112,14,False,False,3,0.127812551603794
300,CCity Bonds,10,100,0,False,False,5,0.05
300,Growth Corp,10,107,26,False,False,1,0.170102106758198
300,Metro Prop,10,96,16,False,False,0,0.148228905692377
300,Pioneer,10,117,25,False,False,4,0.131140534371578
300,Shady,10,143,8,False,False,0,0.0383545002581508
300,Stryker,10,63,-14,False,False,0,0.143881869119352
300,Tri-City,10,98,21,False,False,0,0.14999634580501
300,United,10,143,14,False,False,2,0.141144711190178
300,Uranium,10,114,-4,False,False,6,0.170924325705744
300,Valley Power,10,129,17,False,False,3,0.132888439300558
301,CCity Bonds,1,100,0,False,False,5,0.05
301,Growth Corp,1,109,9,False,False,1,0.1
301,Metro Prop,1,110,10,False,False,0,0.1
301,Pioneer,1,107,7,False,False,4,0.11
301,Shady,1,95,-5,False,False,0,-0.05
301,Stryker,1,80,-20,False,False,0,-0.2
301,Tri-City,1,112,12,False,False,0,0.12
301,United,1,121,21,False,False,2,0.23
301,Uranium,1,118,18,False,False,6,0.24
301,Valley Power,1,107,7,False,False,3,0.1
301,CCity Bonds,2,100,0,False,False,5,0.05
301,Growth Corp,2,114,5,False,False,1,0.0775229357798165
301,Metro Prop,2,117,7,False,False,0,0.0818181818181819
301,Pioneer,2,106,-1,False,False,4,0.069018691588785
301,Shady,2,92,-3,False,False,0,-0.0407894736842105
301,Stryker,2,125,45,False,False,0,0.18125
301,Tri-City,2,118,6,False,False,0,0.0867857142857144
301,United,2,111,-10,False,False,2,0.0819421487603306
301,Uranium,2,128,10,False,False,6,0.187796610169492
301,Valley Power,2,111,4,False,False,3,0.0827102803738318
301,CCity Bonds,3,100,0,False,False,5,0.05
301,Growth Corp,3,120,6,False,False,1,0.0721497934438543
301,Metro Prop,3,121,4,False,False,0,0.065941465941466
301,Pioneer,3,109,3,False,False,4,0.0680250396755423
301,Shady,3,95,3,False,False,0,-0.0163234172387491
301,Stryker,3,110,-15,False,False,0,0.0808333333333334
301,Tri-City,3,123,5,False,False,0,0.0719814366424537
301,United,3,119,8,False,False,2,0.0846581292035837
301,Uranium,3,120,-8,False,False,6,0.119989406779661
301,Valley Power,3,116,5,False,False,3,0.0791642109399118
301,CCity Bonds,4,100,0,False,False,5,0.05
301,Growth Corp,4,143,23,False,False,1,0.104112345082891
301,Metro Prop,4,149,28,False,False,0,0.107307339125521
301,Pioneer,4,107,-2,False,False,4,0.0556059357199594
301,Shady,4,106,11,False,False,0,0.0167048054919908
301,Stryker,4,83,56,True,False,0,0.187897727272727
301,Tri-City,4,142,19,False,False,0,0.0926039636607021
301,United,4,149,30,False,False,2,0.13072048765899
301,Uranium,4,149,29,False,False,6,0.162908721751412
301,Valley Power,4,130,14,False,False,3,0.0960110892394166
301,CCity Bonds,5,100,0,False,False,5,0.05
301,Growth Corp,5,76,9,True,False,1,0.0986744914509279
301,Metro Prop,5,80,10,True,False,0,0.100610971971558
301,Pioneer,5,114,7,False,False,4,0.0650454962395189
301,Shady,5,101,-5,False,False,0,0.0039298821294417
301,Stryker,5,63,-20,False,False,0,0.102125410733844
301,Tri-City,5,77,12,True,False,0,0.0909845793792659
301,United,5,85,21,True,False,2,0.138133437107058
301,Uranium,5,84,18,True,False,6,0.171937715656164
301,Valley Power,5,137,7,False,False,3,0.0921934867761487
301,CCity Bonds,6,100,0,False,False,5,0.05
301,Growth Corp,6,94,18,False,False,1,0.12389540954244
301,Metro Prop,6,103,23,False,False,0,0.131759143309631
301,Pioneer,6,125,11,False,False,4,0.0761344047610026
301,Shady,6,113,12,False,False,0,0.0230768819725546
301,Stryker,6,109,46,False,False,0,0.206797630637992
301,Tri-City,6,95,18,False,False,0,0.114781521777094
301,United,6,80,-5,False,False,2,0.109228844648039
301,Uranium,6,118,34,False,False,6,0.222646509078549
301,Valley Power,6,76,15,True,False,3,0.102375350902265
301,CCity Bonds,7,100,0,False,False,5,0.05
301,Growth Corp,7,101,7,False,False,1,0.118354120033338
301,Metro Prop,7,111,8,False,False,0,0.124032108967201
301,Pioneer,7,130,5,False,False,4,0.0755437755094308
301,Shady,7,107,-6,False,False,0,0.0121948495289406
301,Stryker,7,69,-40,False,False,0,0.124830472394819
301,Tri-City,7,98,3,False,False,0,0.102895439718712
301,United,7,96,16,False,False,2,0.12576758112689
301,Uranium,7,104,-14,False,False,6,0.181154634900257
301,Valley Power,7,80,4,False,False,3,0.100908195510212
301,CCity Bonds,8,100,0,False,False,5,0.05
301,Growth Corp,8,109,8,False,False,1,0.114698468890557
301,Metro Prop,8,117,6,False,False,0,0.115284852103058
301,Pioneer,8,134,4,False,False,4,0.0737931112630597
301,Shady,8,103,-4,False,False,0,0.00599759614156133
301,Stryker,8,109,40,False,False,0,0.181690431461409
301,Tri-City,8,106,8,False,False,0,0.100237591386526
301,United,8,100,4,False,False,2,0.117859133486029
301,Uranium,8,92,-12,False,False,6,0.151298767076187
301,Valley Power,8,83,3,False,False,3,0.0976696710714356
301,CCity Bonds,9,100,0,False,False,5,0.05
301,Growth Corp,9,129,20,False,False,1,0.12336092239813
301,Metro Prop,9,132,15,False,False,0,0.116720438336621
301,Pioneer,9,149,15,False,False,4,0.0813484372089552
301,Shady,9,110,7,False,False,0,0.012882437131226
301,Stryker,9,89,-20,False,False,0,0.141115245906573
301,Tri-City,9,121,15,False,False,0,0.104823351672719
301,United,9,113,13,False,False,2,0.12143034087647
301,Uranium,9,82,-10,False,False,6,0.129656875082214
301,Valley Power,9,95,12,False,False,3,0.106897806681972
301,CCity Bonds,10,100,0,False,False,5,0.05
301,Growth Corp,10,76,23,True,False,1,0.130404675119557
301,Metro Prop,10,80,28,True,False,0,0.12626051571508
301,Pioneer,10,147,-2,False,False,4,0.0745558753672543
301,Shady,10,121,11,False,False,0,0.0215941934181034
301,Stryker,10,145,56,False,False,0,0.189925069630523
301,Tri-City,10,140,19,False,False,0,0.11004349584429
301,United,10,143,30,False,False,2,0.13760589085962
301,Uranium,10,111,29,False,False,6,0.159374114403261
301,Valley Power,10,109,14,False,False,3,0.11410276285588
302,CCity Bonds,1,100,0,False,False,5,0.05
302,Growth Corp,1,108,8,False,False,1,0.0900000000000001
302,Metro Prop,1,106,6,False,False,0,0.0600000000000001
302,Pioneer,1,104,4,False,False,4,0.0800000000000001
302,Shady,1,96,-4,False,False,0,-0.04
302,Stryker,1,140,40,False,False,0,0.4
302,Tri-City,1,108,8,False,False,0,0.0800000000000001
302,United,1,104,4,False,False,2,0.0600000000000001
302,Uranium,1,88,-12,False,False,6,-0.0600000000000001
302,Valley Power,1,103,3,False,False,3,0.0600000000000001
302,CCity Bonds,2,100,0,False,False,5,0.05
302,Growth Corp,2,115,7,False,False,1,0.0820370370370371
302,Metro Prop,2,114,8,False,False,0,0.0677358490566038
302,Pioneer,2,109,5,False,False,4,0.0832692307692308
302,Shady,2,90,-6,False,False,0,-0.05125
302,Stryker,2,100,-40,False,False,0,0.0571428571428571
302,Tri-City,2,111,3,False,False,0,0.0538888888888889
302,United,2,120,16,False,False,2,0.116538461538462
302,Uranium,2,74,-14,False,False,6,-0.0754545454545455
302,Valley Power,2,107,4,False,False,3,0.0639805825242719
302,CCity Bonds,3,100,0,False,False,5,0.05
302,Growth Corp,3,134,19,False,False,1,0.112662372517445
302,Metro Prop,3,138,24,False,False,0,0.115332671300894
302,Pioneer,3,126,17,False,False,4,0.119733003999059
302,Shady,3,99,9,False,False,0,-0.000833333333333316
302,Stryker,3,95,-5,False,False,0,0.0214285714285714
302,Tri-City,3,137,26,False,False,0,0.114004004004004
302,United,3,133,13,False,False,2,0.119358974358974
302,Uranium,3,67,-7,False,False,6,-0.0548075348075348
302,Valley Power,3,122,15,False,False,3,0.0987284880379881
302,CCity Bonds,4,100,0,False,False,5,0.05
302,Growth Corp,4,142,8,False,False,1,0.101287824164203
302,Metro Prop,4,144,6,False,False,0,0.0973690686930616
302,Pioneer,4,130,4,False,False,4,0.10567276887231
302,Shady,4,95,-4,False,False,0,-0.0107260101010101
302,Stryker,4,135,40,False,False,0,0.121334586466165
302,Tri-City,4,145,8,False,False,0,0.100101543148988
302,United,4,137,4,False,False,2,0.100797426257953
302,Uranium,4,55,-12,False,False,6,-0.0634937108071437
302,Valley Power,4,125,3,False,False,3,0.0863414479957042
302,CCity Bonds,5,100,0,False,False,5,0.05
302,Growth Corp,5,147,5,False,False,1,0.0894809635567147
302,Metro Prop,5,76,7,True,False,0,0.0890063660655604
302,Pioneer,5,129,-1,False,False,4,0.0891535997132327
302,Shady,5,92,-3,False,False,0,-0.0148965975544923
302,Stryker,5,90,45,True,False,0,0.163734335839599
302,Tri-City,5,76,6,True,False,0,0.0897364069329838
302,United,5,127,-10,False,False,2,0.0689591088895738
302,Uranium,5,65,10,False,False,6,0.00738684953610327
302,Valley Power,5,129,4,False,False,3,0.0802731583965634
302,CCity Bonds,6,100,0,False,False,5,0.05
302,Growth Corp,6,78,8,True,False,1,0.0870391249593938
302,Metro Prop,6,82,6,False,False,0,0.0873298664581424
302,Pioneer,6,133,4,False,False,4,0.0846305837403554
302,Shady,6,88,-4,False,False,0,-0.0196602081070044
302,Stryker,6,130,40,False,False,0,0.210519353940407
302,Tri-City,6,84,8,False,False,0,0.0923241987599427
302,United,6,131,4,False,False,2,0.0653399398226763
302,Uranium,6,53,-12,False,False,6,-0.00922890743786266
302,Valley Power,6,132,3,False,False,3,0.0746462366482989
302,CCity Bonds,7,100,0,False,False,5,0.05
302,Growth Corp,7,90,12,False,False,1,0.0984144880604328
302,Metro Prop,7,96,14,False,False,0,0.0992444151522754
302,Pioneer,7,146,13,False,False,4,0.0908004359020447
302,Shady,7,98,10,False,False,0,-0.000617840715094726
302,Stryker,7,140,10,False,False,0,0.191434171509359
302,Tri-City,7,104,20,False,False,0,0.113148632950699
302,United,7,76,21,True,False,2,0.0832684762275066
302,Uranium,7,78,25,False,False,6,0.0756474593928832
302,Valley Power,7,140,8,False,False,3,0.0758872504604467
302,CCity Bonds,8,100,0,False,False,5,0.05
302,Growth Corp,8,97,7,False,False,1,0.0972237881639898
302,Metro Prop,8,90,-6,False,False,0,0.079026363258241
302,Pioneer,8,78,10,True,False,4,0.0948613403183987
302,Shady,8,88,-10,False,False,0,-0.0132957126665242
302,Stryker,8,85,30,True,False,0,0.194290614356404
302,Tri-City,8,110,6,False,False,0,0.1062165922934
302,United,8,57,-19,False,False,2,0.0448993903832788
302,Uranium,8,100,22,False,False,6,0.111063321840568
302,Valley Power,8,138,-2,False,False,3,0.067294201295748
302,CCity Bonds,9,100,0,False,False,5,0.05
302,Growth Corp,9,120,23,False,False,1,0.113912553969365
302,Metro Prop,9,118,28,False,False,0,0.104813557464115
302,Pioneer,9,76,-2,False,False,4,0.087170194243135
302,Shady,9,99,11,False,False,0,0.00207047762975626
302,Stryker,9,141,56,False,False,0,0.245905382695888
302,Tri-City,9,129,19,False,False,0,0.113606667897164
302,United,9,87,30,False,False,2,0.102288736870907
302,Uranium,9,129,29,False,False,6,0.13761184163606
302,Valley Power,9,76,14,True,False,3,0.0759201273997631
302,CCity Bonds,10,100,0,False,False,5,0.05
302,Growth Corp,10,128,8,False,False,1,0.110021298572429
302,Metro Prop,10,124,6,False,False,0,0.0994169474804158
302,Pioneer,10,80,4,False,False,4,0.0889794906082952
302,Shady,10,95,-4,False,False,0,-0.00217697417362341
302,Stryker,10,91,40,True,False,0,0.250392858610697
302,Tri-City,10,137,8,False,False,0,0.108447551495044
302,United,10,91,4,False,False,2,0.098956414907954
302,Uranium,10,117,-12,False,False,6,0.119199494681757
302,Valley Power,10,79,3,False,False,3,0.0762228515018921
303,CCity Bonds,1,100,0,False,False,5,0.05
303,Growth Corp,1,107,7,False,False,1,0.0800000000000001
303,Metro Prop,1,94,-6,False,False,0,-0.0600000000000001
303,Pioneer,1,110,10,False,False,4,0.14
303,Shady,1,90,-10,False,False,0,-0.1
303,Stryker,1,130,30,False,False,0,0.3
303,Tri-City,1,106,6,False,False,0,0.0600000000000001
303,United,1,81,-19,False,False,2,-0.17
303,Uranium,1,122,22,False,False,6,0.28
303,Valley Power,1,98,-2,False,False,3,0.01
303,CCity Bonds,2,100,0,False,False,5,0.05
303,Growth Corp,2,115,8,False,False,1,0.0820560747663551
303,Metro Prop,2,100,6,False,False,0,0.00191489361702124
303,Pioneer,2,114,4,False,False,4,0.106363636363636
303,Shady,2,86,-4,False,False,0,-0.0722222222222222
303,Stryker,2,85,40,True,False,0,0.303846153846154
303,Tri-City,2,114,8,False,False,0,0.0677358490566038
303,United,2,85,4,False,False,2,-0.0479629629629629
303,Uranium,2,110,-12,False,False,6,0.115409836065574
303,Valley Power,2,101,3,False,False,3,0.0356122448979592
303,CCity Bonds,3,100,0,False,False,5,0.05
303,Growth Corp,3,123,8,False,False,1,0.0807910063659759
303,Metro Prop,3,106,6,False,False,0,0.0212765957446808
303,Pioneer,3,118,4,False,False,4,0.094300903774588
303,Shady,3,82,-4,False,False,0,-0.0636520241171404
303,Stryker,3,125,40,False,False,0,0.359426847662142
303,Tri-City,3,122,8,False,False,0,0.0685490455698996
303,United,3,89,4,False,False,2,-0.00844589687726941
303,Uranium,3,98,-12,False,False,6,0.0587580725285643
303,Valley Power,3,104,3,False,False,3,0.0435434767966593
303,CCity Bonds,4,100,0,False,False,5,0.05
303,Growth Corp,4,149,26,False,False,1,0.11547130355497
303,Metro Prop,4,122,16,False,False,0,0.0536932958651144
303,Pioneer,4,143,25,False,False,4,0.132166355797043
303,Shady,4,90,8,False,False,0,-0.0233487741854162
303,Stryker,4,111,-14,False,False,0,0.241570135746606
303,Tri-City,4,143,21,False,False,0,0.0944445710626706
303,United,4,103,14,False,False,2,0.038609397566767
303,Uranium,4,94,-4,False,False,6,0.0491705952127498
303,Valley Power,4,121,17,False,False,3,0.0807345306744175
303,CCity Bonds,5,100,0,False,False,5,0.05
303,Growth Corp,5,78,6,True,False,1,0.104457579756727
303,Metro Prop,5,126,4,False,False,0,0.0495120137412719
303,Pioneer,5,146,3,False,False,4,0.115523294427844
303,Shady,5,93,3,False,False,0,-0.0120123526816663
303,Stryker,5,96,-15,False,False,0,0.166229081570258
303,Tri-City,5,148,5,False,False,0,0.0825486638431435
303,United,5,111,8,False,False,2,0.050304993781569
303,Uranium,5,86,-8,False,False,6,0.0350811570212636
303,Valley Power,5,126,5,False,False,3,0.0778107650354018
303,CCity Bonds,6,100,0,False,False,5,0.05
303,Growth Corp,6,87,9,False,False,1,0.108415504498128
303,Metro Prop,6,136,10,False,False,0,0.0544875246785731
303,Pioneer,6,77,7,True,False,4,0.114534252205852
303,Shady,6,88,-5,False,False,0,-0.0189708673780911
303,Stryker,6,76,-20,False,False,0,0.10380201241966
303,Tri-City,6,80,12,True,False,0,0.0823040667161331
303,United,6,132,21,False,False,2,0.076455362685842
303,Uranium,6,104,18,False,False,6,0.0757459254246965
303,Valley Power,6,133,7,False,False,3,0.0780698174236814
303,CCity Bonds,7,100,0,False,False,5,0.05
303,Growth Corp,7,96,9,False,False,1,0.109347936532057
303,Metro Prop,7,146,10,False,False,0,0.0572077942623063
303,Pioneer,7,84,7,False,False,4,0.11858037944175
303,Shady,7,83,-5,False,False,0,-0.0243776265838183
303,Stryker,7,56,-20,False,False,0,0.0513791685401593
303,Tri-City,7,92,12,False,False,0,0.0919749143281141
303,United,7,77,21,True,False,2,0.0936716961549642
303,Uranium,7,122,18,False,False,6,0.0978921119024871
303,Valley Power,7,140,7,False,False,3,0.0776581249238429
303,CCity Bonds,8,100,0,False,False,5,0.05
303,Growth Corp,8,104,8,False,False,1,0.10739819446555
303,Metro Prop,8,76,6,True,False,0,0.0551938062808879
303,Pioneer,8,88,4,False,False,4,0.115662593916294
303,Shady,8,79,-4,False,False,0,-0.0273545196463832
303,Stryker,8,96,40,False,False,0,0.134242486758354
303,Tri-City,8,100,8,False,False,0,0.0913476152544911
303,United,8,81,4,False,False,2,0.0917029938758534
303,Uranium,8,110,-12,False,False,6,0.0795080569310696
303,Valley Power,8,143,3,False,False,3,0.0733080021655054
303,CCity Bonds,9,100,0,False,False,5,0.05
303,Growth Corp,9,130,26,False,False,1,0.124311215593309
303,Metro Prop,9,92,16,False,False,0,0.0724529740040641
303,Pioneer,9,113,25,False,False,4,0.139427356208423
303,Shady,9,87,8,False,False,0,-0.0130633704873617
303,Stryker,9,82,-14,False,False,0,0.103122951192611
303,Tri-City,9,121,21,False,False,0,0.104531213559548
303,United,9,95,14,False,False,2,0.103461646133818
303,Uranium,9,106,-4,False,False,6,0.072694030403375
303,Valley Power,9,80,17,True,False,3,0.0830336864625782
303,CCity Bonds,10,100,0,False,False,5,0.05
303,Growth Corp,10,75,20,True,False,1,0.128803170957055
303,Metro Prop,10,107,15,False,False,0,0.0815120244297447
303,Pioneer,10,128,15,False,False,4,0.142298779879616
303,Shady,10,94,7,False,False,0,-0.00371105642713129
303,Stryker,10,62,-20,False,False,0,0.0684204121709106
303,Tri-City,10,136,15,False,False,0,0.106474786418469
303,United,10,108,13,False,False,2,0.108904955204646
303,Uranium,10,96,-10,False,False,6,0.0616510424573771
303,Valley Power,10,92,12,False,False,3,0.0934803178163204
304,CCity Bonds,1,100,0,False,False,5,0.05
304,Growth Corp,1,108,8,False,False,1,0.0900000000000001
304,Metro Prop,1,106,6,False,False,0,0.0600000000000001
304,Pioneer,1,104,4,False,False,4,0.0800000000000001
304,Shady,1,96,-4,False,False,0,-0.04
304,Stryker,1,140,40,False,False,0,0.4
304,Tri-City,1,108,8,False,False,0,0.0800000000000001
304,United,1,104,4,False,False,2,0.0600000000000001
304,Uranium,1,88,-12,False,False,6,-0.0600000000000001
304,Valley Power,1,103,3,False,False,3,0.0600000000000001
304,CCity Bonds,2,100,0,False,False,5,0.05
304,Growth Corp,2,134,26,False,False,1,0.17
304,Metro Prop,2,122,16,False,False,0,0.105471698113208
304,Pioneer,2,129,25,False,False,4,0.179423076923077
304,Shady,2,104,8,False,False,0,0.0216666666666666
304,Stryker,2,126,-14,False,False,0,0.15
304,Tri-City,2,129,21,False,False,0,0.137222222222222
304,United,2,118,14,False,False,2,0.106923076923077
304,Uranium,2,84,-4,False,False,6,-0.0186363636363637
304,Valley Power,2,120,17,False,False,3,0.127087378640777
304,CCity Bonds,3,100,0,False,False,5,0.05
304,Growth Corp,3,77,20,True,False,1,0.168059701492537
304,Metro Prop,3,137,15,False,False,0,0.111298071966182
304,Pioneer,3,144,15,False,False,4,0.168710991850527
304,Shady,3,111,7,False,False,0,0.0368803418803418
304,Stryker,3,106,-20,False,False,0,0.0470899470899471
304,Tri-City,3,144,15,False,False,0,0.130241171403962
304,United,3,131,13,False,False,2,0.113654932637983
304,Uranium,3,74,-10,False,False,6,-0.0282972582972583
304,Valley Power,3,132,12,False,False,3,0.126391585760518
304,CCity Bonds,4,100,0,False,False,5,0.05
304,Growth Corp,4,90,13,False,False,1,0.171499321573948
304,Metro Prop,4,84,31,True,False,0,0.14004289704033
304,Pioneer,4,145,1,False,False,4,0.135213799443451
304,Shady,4,125,14,False,False,0,0.0591917879417879
304,Stryker,4,95,-11,False,False,0,0.00937406409104521
304,Tri-City,4,81,18,True,False,0,0.128930878552972
304,United,4,149,18,False,False,2,0.123409138409785
304,Uranium,4,60,-14,False,False,6,-0.0482499707499708
304,Valley Power,4,142,10,False,False,3,0.1194149014416
304,CCity Bonds,5,100,0,False,False,5,0.05
304,Growth Corp,5,95,5,False,False,1,0.150532790592492
304,Metro Prop,5,91,7,False,False,0,0.128700984298931
304,Pioneer,5,144,-1,False,False,4,0.112308970589243
304,Shady,5,122,-3,False,False,0,0.0425534303534303
304,Stryker,5,140,45,False,False,0,0.102236093378099
304,Tri-City,5,87,6,False,False,0,0.117959517657192
304,United,5,139,-10,False,False,2,0.0879890556942712
304,Uranium,5,70,10,False,False,6,0.0147333567333567
304,Valley Power,5,146,4,False,False,3,0.105391076082858
304,CCity Bonds,6,100,0,False,False,5,0.05
304,Growth Corp,6,118,23,False,False,1,0.167549255318305
304,Metro Prop,6,119,28,False,False,0,0.15853287153116
304,Pioneer,6,142,-2,False,False,4,0.0959056236391842
304,Shady,6,133,11,False,False,0,0.0504885143655635
304,Stryker,6,98,56,True,False,0,0.151863411148416
304,Tri-City,6,106,19,False,False,0,0.13469806548061
304,United,6,85,30,True,False,2,0.115290639937073
304,Uranium,6,99,29,False,False,6,0.0956111306111306
304,Valley Power,6,80,14,True,False,3,0.110656946964025
304,CCity Bonds,7,100,0,False,False,5,0.05
304,Growth Corp,7,125,7,False,False,1,0.153298877439903
304,Metro Prop,7,113,-6,False,False,0,0.128682437302819
304,Pioneer,7,76,10,True,False,4,0.100313472173627
304,Shady,7,123,-10,False,False,0,0.0325347308955099
304,Stryker,7,128,30,False,False,0,0.17390041655287
304,Tri-City,7,112,6,False,False,0,0.123541738066938
304,United,7,66,-19,False,False,2,0.0702491199460622
304,Uranium,7,121,22,False,False,6,0.122356438070724
304,Valley Power,7,78,-2,False,False,3,0.0966345259691646
304,CCity Bonds,8,100,0,False,False,5,0.05
304,Growth Corp,8,143,18,False,False,1,0.153136517759915
304,Metro Prop,8,136,23,False,False,0,0.138039610516073
304,Pioneer,8,87,11,False,False,4,0.112445340783502
304,Shady,8,135,12,False,False,0,0.0406630114847907
304,Stryker,8,87,46,True,False,0,0.197084739483761
304,Tri-City,8,130,18,False,False,0,0.128188306522857
304,United,8,61,-5,False,False,2,0.0557861617709862
304,Uranium,8,78,34,True,False,6,0.155615602320148
304,Valley Power,8,93,15,False,False,3,0.113401364069173
304,CCity Bonds,9,100,0,False,False,5,0.05
304,Growth Corp,9,149,6,False,False,1,0.14156035455893
304,Metro Prop,9,140,4,False,False,0,0.125969849870496
304,Pioneer,9,90,3,False,False,4,0.108891388486996
304,Shady,9,138,3,False,False,0,0.0386140349000608
304,Stryker,9,72,-15,False,False,0,0.156029346974071
304,Tri-City,9,135,5,False,False,0,0.118218665627155
304,United,9,69,8,False,False,2,0.0678026355997109
304,Uranium,9,70,-8,False,False,6,0.135475976991129
304,Valley Power,9,98,5,False,False,3,0.110359157547747
304,CCity Bonds,10,100,0,False,False,5,0.05
304,Growth Corp,10,85,20,True,False,1,0.142840560713775
304,Metro Prop,10,78,15,True,False,0,0.124801436312018
304,Pioneer,10,105,15,False,False,4,0.119113360749407
304,Shady,10,145,7,False,False,0,0.0398250951781707
304,Stryker,10,52,-20,False,False,0,0.112648634498886
304,Tri-City,10,75,15,True,False,0,0.11750791017555
304,United,10,82,13,False,False,2,0.0827615024745224
304,Uranium,10,60,-10,False,False,6,0.11621409357773
304,Valley Power,10,110,12,False,False,3,0.114629364241952
305,CCity Bonds,1,100,0,False,False,5,0.05
305,Growth Corp,1,105,5,False,False,1,0.0600000000000001
305,Metro Prop,1,107,7,False,False,0,0.0700000000000001
